,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,Paul Wight,C,24,8,12.0,0.0,0.0,3.0,3.0,12.0,1.0,3.0,0.0,1.0,0.0,19.0
2,Michael Jordan,SG,32,6,13.0,0.0,2.0,3.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,15.0
3,Rafer Alston,PG,35,5,13.0,0.0,2.0,3.0,6.0,5.0,10.0,0.0,0.0,3.0,1.0,13.0
4,Grayson Allen,SG,16,5,7.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
5,Tyler Davis,PF,27,3,6.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,6.0
6,Cedric Henderson*,PF,21,1,7.0,0.0,0.0,2.0,2.0,8.0,1.0,3.0,0.0,1.0,0.0,4.0
7,McKinley Singleton,SF,16,2,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0
8,Kenny George,C,24,1,4.0,0.0,0.0,1.0,2.0,5.0,2.0,5.0,2.0,0.0,0.0,3.0
9,Chris Chiozza,PG,13,1,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
10,TEAM TOTALS,,,42,85.0,4.0,12.0,18.0,28.0,44.0,24.0,16.0,5.0,11.0,5.0,106.0
0,Simisola Shittu,C,38,15,24.0,0.0,0.0,6.0,11.0,15.0,4.0,3.0,0.0,2.0,1.0,36.0
1,Aljami Durham,PG,37,15,22.0,3.0,5.0,2.0,2.0,8.0,10.0,0.0,1.0,1.0,0.0,35.0
2,Timo Cruz,SF,36,6,13.0,3.0,6.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,15.0
3,Charles Barkley*,PF,35,6,9.0,0.0,0.0,1.0,1.0,8.0,3.0,2.0,0.0,1.0,0.0,13.0
4,Jeff Hornacek*,SG,34,4,10.0,0.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,0.0,0.0,10.0
5,Rashard Lewis*,SF,16,3,7.0,0.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,0.0,7.0
6,Odin James,PF,13,3,7.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,0.0,3.0,0.0,7.0
7,Daniel Giddens,C,10,2,2.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0
8,Matt Farrell,PG,11,1,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
9,Terence Stansbury,SG,10,1,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
10,TEAM TOTALS,,,56,100.0,8.0,15.0,13.0,23.0,52.0,29.0,18.0,4.0,8.0,2.0,133.0
11,PERCENTAGES,FG: 56.0%,3PT: 53.3%,FT: 56.5%,,,,,,,,,,,,
0,Udoka Azubuike,C,29,9,12.0,0.0,0.0,7.0,15.0,8.0,1.0,3.0,4.0,5.0,0.0,25.0
1,Gerald Martin Johanssen,SG,33,8,11.0,2.0,2.0,1.0,2.0,11.0,3.0,3.0,0.0,1.0,0.0,19.0
2,Cameron Parker,PF,26,6,11.0,0.0,0.0,6.0,9.0,11.0,6.0,3.0,0.0,1.0,0.0,18.0
3,Brandon Griner,C,19,4,12.0,0.0,0.0,10.0,14.0,4.0,1.0,1.0,0.0,2.0,1.0,18.0
4,Riley Steele,SF,33,5,12.0,0.0,2.0,4.0,7.0,12.0,2.0,1.0,1.0,3.0,0.0,14.0
5,Nick King,SF,22,3,6.0,0.0,0.0,3.0,3.0,11.0,3.0,2.0,0.0,0.0,0.0,9.0
6,Jon Elmore,PG,31,2,8.0,0.0,0.0,1.0,2.0,4.0,6.0,0.0,1.0,3.0,0.0,5.0
7,Clifford Smith,PF,22,2,3.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,4.0
8,Jesse Epstein,SG,8,1,4.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
9,Quade Green,PG,17,1,4.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0
10,TEAM TOTALS,,,41,83.0,2.0,6.0,33.0,54.0,69.0,27.0,17.0,8.0,19.0,1.0,117.0
0,DeAndre Ayton,C,30,10,19.0,2.0,2.0,5.0,5.0,9.0,2.0,6.0,0.0,1.0,1.0,27.0
1,Devin Lonc,SG,16,6,10.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,17.0
2,Shavon Shields,SG,35,4,12.0,0.0,3.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,0.0,13.0
3,Champ Godbolt,PF,36,4,14.0,1.0,2.0,2.0,3.0,8.0,5.0,4.0,4.0,2.0,0.0,11.0
4,Tony Pierce,PG,37,4,12.0,1.0,2.0,1.0,2.0,4.0,11.0,3.0,1.0,3.0,0.0,10.0
5,Tacko Fall,C,32,4,13.0,0.0,0.0,2.0,4.0,11.0,1.0,5.0,1.0,3.0,2.0,10.0
6,Paul Pierce,SF,28,3,10.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,1.0,0.0,6.0
7,Ron Harper,SF,22,1,5.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,2.0
8,Jevon Carter,PG,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,TEAM TOTALS,,,36,96.0,5.0,12.0,19.0,23.0,49.0,26.0,34.0,8.0,13.0,3.0,96.0
10,PERCENTAGES,FG: 37.5%,3PT: 41.7%,FT: 82.6%,,,,,,,,,,,,
0,Jeffrey Fuller,SG,32,5,15.0,2.0,6.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,0.0,14.0
1,Sim Dump,PG,29,6,19.0,0.0,5.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,0.0,14.0
2,Halawi Winabi,PF,18,3,11.0,0.0,0.0,8.0,10.0,6.0,1.0,2.0,0.0,0.0,0.0,14.0
3,Ian Johnson,PF,27,2,7.0,0.0,0.0,7.0,8.0,7.0,0.0,3.0,0.0,0.0,0.0,11.0
4,Borat Sagdiyev,SF,28,3,5.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,10.0
5,Sagaba Konate,C,35,3,5.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,1.0,2.0,0.0,9.0
6,Neetnum Nagdorus,PG,19,2,6.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,7.0
7,Edgar Jones,SF,25,2,7.0,1.0,2.0,0.0,0.0,6.0,1.0,1.0,2.0,2.0,1.0,5.0
8,Tim McCormick,C,14,1,4.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0
9,Carl Braun,SG,9,1,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0
10,Peyton Gragg,SF,5,0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
11,TEAM TOTALS,,,28,81.0,7.0,19.0,28.0,35.0,45.0,16.0,16.0,8.0,14.0,2.0,91.0
0,Elvis Delle Donne,SF,34,9,25.0,1.0,4.0,12.0,12.0,21.0,1.0,2.0,1.0,3.0,0.0,31.0
1,Dolph Schayes,SG,23,12,22.0,2.0,5.0,3.0,3.0,6.0,7.0,1.0,0.0,1.0,0.0,29.0
2,Jordan McLaughlin,PG,30,7,15.0,2.0,2.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,16.0
3,Milt Wagner,SG,41,6,18.0,0.0,7.0,2.0,2.0,6.0,8.0,2.0,4.0,2.0,1.0,14.0
4,John Egbunu,PF,16,5,9.0,0.0,0.0,2.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,12.0
5,George Hauptfuhrer,PF,31,5,6.0,0.0,0.0,1.0,1.0,16.0,1.0,4.0,0.0,2.0,1.0,11.0
6,Tanner Cousy,SF,15,3,7.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,7.0
7,Chandler Chandler,C,31,1,5.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,0.0,3.0,1.0,2.0
8,Tryggvi Hlinason,C,19,1,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0
9,TEAM TOTALS,,,49,110.0,6.0,20.0,20.0,21.0,71.0,36.0,21.0,7.0,11.0,3.0,124.0
10,PERCENTAGES,FG: 44.5%,3PT: 30.0%,FT: 95.2%,,,,,,,,,,,,
0,Tank Selvy,SG,34,11,21.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,2.0,3.0,0.0,27.0
1,Collin Sexton,PG,41,10,17.0,1.0,2.0,3.0,5.0,6.0,11.0,1.0,2.0,2.0,0.0,24.0
2,Chalky Studebaker,SF,25,5,10.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,0.0,0.0,15.0
3,Kostas Antetokounmpo,SF,31,4,6.0,0.0,0.0,6.0,6.0,3.0,1.0,2.0,0.0,2.0,3.0,14.0
4,Mountain Dew Camacho,C,29,4,7.0,0.0,0.0,6.0,7.0,6.0,2.0,4.0,0.0,1.0,0.0,14.0
5,Leonard Leslie,PF,10,6,6.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,14.0
6,Gregor Clegane,PF,30,2,13.0,0.0,1.0,5.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,9.0
7,Jaylen Barford,SG,6,1,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0
8,DJ Rony,C,27,1,2.0,0.0,0.0,1.0,2.0,10.0,0.0,3.0,0.0,2.0,3.0,3.0
9,Landyn Freshwater,PG,7,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0
10,TEAM TOTALS,,,45,87.0,5.0,10.0,31.0,37.0,50.0,25.0,16.0,8.0,12.0,7.0,126.0
0,Arvydas Sabonis,C,37,15,24.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,32.0
1,Sidney Deane,SG,34,7,11.0,1.0,3.0,6.0,8.0,5.0,3.0,4.0,1.0,1.0,0.0,21.0
2,Dwayne Washington,PG,37,7,22.0,1.0,6.0,0.0,0.0,3.0,14.0,2.0,1.0,3.0,1.0,15.0
3,Markieff Eaton,SF,37,6,12.0,1.0,2.0,1.0,2.0,7.0,7.0,4.0,2.0,3.0,1.0,14.0
4,Darius Bazley,PF,25,5,9.0,0.0,0.0,2.0,4.0,10.0,2.0,5.0,0.0,0.0,0.0,12.0
5,Allister Baratheon,PF,33,4,7.0,0.0,0.0,0.0,0.0,11.0,3.0,4.0,2.0,0.0,2.0,8.0
6,Dell Curry,SF,13,3,5.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0
7,Alvin Robertson,SG,18,2,3.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,4.0
8,Mike Bibby,PG,8,2,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
9,TEAM TOTALS,,,51,98.0,5.0,15.0,11.0,16.0,43.0,37.0,24.0,8.0,9.0,4.0,118.0
10,PERCENTAGES,FG: 52.0%,3PT: 33.3%,FT: 68.8%,,,,,,,,,,,,
0,Zion Williamson,PF,33,10,22.0,0.0,2.0,6.0,9.0,7.0,1.0,3.0,0.0,3.0,1.0,26.0
1,Benji Wilson,SF,40,9,20.0,2.0,5.0,4.0,5.0,7.0,3.0,4.0,2.0,1.0,0.0,24.0
2,Bones McKinney,SG,40,3,16.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,9.0
3,Brian Newell,PG,18,3,6.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,9.0
4,Markell Johnson,PG,38,3,6.0,0.0,0.0,2.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,8.0
5,Faye Vincent Reagan,C,41,3,8.0,0.0,1.0,0.0,0.0,7.0,5.0,4.0,1.0,2.0,0.0,6.0
6,Moritz Wagner*,SF,8,0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
7,James Thompson IV,C,7,1,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0
8,Salami Brometheus,PF,15,0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
9,TEAM TOTALS,,,32,84.0,4.0,14.0,18.0,22.0,50.0,20.0,16.0,5.0,10.0,4.0,86.0
0,Laurence Jackson,PF,34,10,17.0,0.0,0.0,4.0,4.0,11.0,1.0,6.0,0.0,1.0,3.0,24.0
1,Len Bias,SF,30,9,13.0,2.0,2.0,1.0,2.0,7.0,6.0,4.0,1.0,2.0,1.0,21.0
2,Kenny Walker,SG,36,5,16.0,0.0,2.0,5.0,5.0,10.0,6.0,1.0,0.0,1.0,0.0,15.0
3,Earl Boykins,PG,33,6,10.0,2.0,2.0,0.0,0.0,5.0,9.0,2.0,1.0,1.0,1.0,14.0
4,Trendon Watford,SF,28,5,14.0,0.0,0.0,3.0,4.0,8.0,5.0,1.0,3.0,0.0,0.0,13.0
5,Michael Olowokandi,C,28,3,5.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,3.0,7.0
6,Keon Clark,C,20,2,6.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0
7,Michael Jackson,PG,15,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
8,Michael Dickerson,SG,12,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
9,Jimmy Graham,SF,4,0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
10,TEAM TOTALS,,,42,86.0,4.0,6.0,15.0,21.0,50.0,31.0,14.0,9.0,6.0,8.0,103.0
11,PERCENTAGES,FG: 48.8%,3PT: 66.7%,FT: 71.4%,,,,,,,,,,,,
0,Daniel Taurasi,SG,42,17,25.0,5.0,7.0,5.0,5.0,9.0,6.0,0.0,0.0,1.0,2.0,44.0
1,Dan Cortezzee,PG,29,10,18.0,3.0,5.0,0.0,0.0,2.0,7.0,4.0,3.0,0.0,0.0,23.0
2,Michael Porter Jr,SF,35,9,18.0,0.0,2.0,1.0,2.0,12.0,2.0,1.0,1.0,7.0,2.0,19.0
3,Keita Bates-Diop,SF,13,5,8.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,13.0
4,De'Anthony Melton,PG,24,5,12.0,0.0,1.0,2.0,2.0,4.0,8.0,4.0,1.0,1.0,0.0,12.0
5,Cracker McCallahan,PF,34,4,7.0,0.0,0.0,3.0,4.0,10.0,1.0,3.0,1.0,1.0,0.0,11.0
6,Donta Hall,PF,12,2,3.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,5.0
7,Aiden Williamson,C,30,1,3.0,0.0,0.0,2.0,2.0,10.0,1.0,3.0,1.0,1.0,2.0,4.0
8,Tai Odiase,C,20,1,1.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0
9,O'Shae Brissett,SG,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,54,95.0,8.0,15.0,17.0,20.0,61.0,28.0,19.0,7.0,12.0,7.0,133.0
0,Benji Hammon,PG,37,6,24.0,4.0,9.0,12.0,14.0,3.0,4.0,2.0,1.0,4.0,1.0,28.0
1,Kevin Knox,SF,34,6,20.0,0.0,1.0,3.0,5.0,9.0,2.0,1.0,1.0,3.0,0.0,15.0
2,Deng Adel,SG,33,5,12.0,0.0,1.0,4.0,4.0,5.0,6.0,3.0,0.0,1.0,3.0,14.0
3,Mitchell Robinson,PF,31,5,14.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,1.0,10.0
4,Theo Hilinski,PG,11,3,8.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0
5,Desean Murray,C,31,2,6.0,1.0,1.0,3.0,4.0,8.0,2.0,3.0,3.0,1.0,0.0,8.0
6,Malik Newman,SG,15,3,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0
7,LiAngelo Ball,SF,14,1,3.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,5.0
8,Chimezie Metu,PF,8,2,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
9,Paschal Chukwu,C,25,0,2.0,0.0,0.0,3.0,4.0,8.0,1.0,2.0,0.0,1.0,0.0,3.0
10,TEAM TOTALS,,,33,96.0,7.0,18.0,29.0,35.0,48.0,19.0,14.0,8.0,10.0,5.0,102.0
11,PERCENTAGES,FG: 34.4%,3PT: 38.9%,FT: 82.9%,,,,,,,,,,,,
0,RJ Cole,PG,34,9,21.0,2.0,4.0,7.0,8.0,2.0,7.0,2.0,0.0,2.0,1.0,27.0
1,Nick Richards,C,27,8,14.0,0.0,0.0,5.0,6.0,13.0,0.0,4.0,0.0,1.0,0.0,21.0
2,Lagerald Vick,SG,17,7,8.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,19.0
3,Cuttino Mobley,SG,31,5,14.0,1.0,2.0,4.0,4.0,8.0,3.0,0.0,0.0,2.0,0.0,15.0
4,Vincent Edwards,SF,22,4,6.0,0.0,0.0,3.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,11.0
5,Kobe Maggette,PF,31,4,8.0,0.0,0.0,2.0,4.0,16.0,2.0,1.0,0.0,2.0,2.0,10.0
6,Dickie Beal,PG,14,4,7.0,0.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,3.0,0.0,10.0
7,Dick Mumma*,SF,28,4,12.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,8.0
8,Andrew Betts,C,9,3,6.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,7.0
9,Kevin Nash,PF,23,2,5.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,2.0,5.0
10,Quenton Nelson,PF,5,0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
11,TEAM TOTALS,,,50,102.0,4.0,8.0,29.0,36.0,60.0,21.0,25.0,4.0,11.0,5.0,133.0
0,Mohamed Bamba,C,39,11,21.0,0.0,1.0,10.0,11.0,7.0,1.0,2.0,0.0,3.0,3.0,32.0
1,Antawn Jamison*,SF,31,11,18.0,0.0,0.0,8.0,9.0,13.0,1.0,5.0,0.0,2.0,0.0,30.0
2,Sarunas Jasikevicius,PG,29,7,16.0,1.0,6.0,1.0,1.0,3.0,9.0,1.0,3.0,0.0,0.0,16.0
3,Sam Perkins,PF,32,5,9.0,0.0,0.0,3.0,4.0,10.0,0.0,2.0,1.0,0.0,1.0,13.0
4,Austin Wiley,PF,22,4,10.0,0.0,1.0,3.0,6.0,5.0,0.0,3.0,0.0,0.0,1.0,11.0
5,Ayo Dosunmu,SG,31,3,7.0,1.0,3.0,1.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,8.0
6,Dazon Ingram,SF,16,3,5.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,8.0
7,Rob Gray,PG,10,1,8.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0
8,Josh Okogie,SF,5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
9,Trevon Duval,SG,26,1,5.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,4.0,3.0,0.0,2.0
10,TEAM TOTALS,,,47,100.0,3.0,14.0,30.0,37.0,51.0,24.0,22.0,9.0,9.0,5.0,127.0
11,PERCENTAGES,FG: 47.0%,3PT: 21.4%,FT: 81.1%,,,,,,,,,,,,
0,Brain Winter,PG,39,17,30.0,5.0,9.0,7.0,7.0,8.0,10.0,3.0,4.0,1.0,0.0,46.0
1,Jim Pollard,SG,30,5,15.0,1.0,4.0,6.0,6.0,6.0,9.0,3.0,0.0,2.0,0.0,17.0
2,Marcquise Reed,SG,27,7,13.0,1.0,2.0,0.0,0.0,7.0,3.0,2.0,0.0,1.0,1.0,15.0
3,Sean Marks,C,39,4,6.0,0.0,0.0,3.0,6.0,9.0,2.0,0.0,0.0,3.0,0.0,11.0
4,Harry Gallatin,C,15,5,9.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0
5,Marques Bolden,PF,37,4,10.0,0.0,0.0,2.0,4.0,13.0,2.0,4.0,2.0,1.0,2.0,10.0
6,Donte Grantham,SF,32,4,16.0,1.0,4.0,1.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,10.0
7,Buck Johnson,SF,16,2,3.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,6.0
8,Guy Beahm,PF,5,1,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
9,TEAM TOTALS,,,49,103.0,8.0,19.0,25.0,32.0,58.0,26.0,18.0,7.0,8.0,4.0,131.0
0,Jordan McLaughlin,PG,41,13,29.0,1.0,5.0,2.0,3.0,3.0,8.0,4.0,2.0,0.0,0.0,29.0
1,Elvis Delle Donne,SF,36,11,19.0,0.0,1.0,2.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,24.0
2,Milt Wagner,SG,40,8,15.0,4.0,7.0,1.0,4.0,9.0,7.0,1.0,1.0,3.0,0.0,21.0
3,Dolph Schayes,SG,13,5,9.0,1.0,2.0,6.0,6.0,5.0,3.0,0.0,0.0,1.0,1.0,17.0
4,John Egbunu,PF,28,5,12.0,0.0,0.0,5.0,6.0,12.0,1.0,2.0,1.0,1.0,1.0,15.0
5,George Hauptfuhrer,PF,20,4,5.0,0.0,0.0,1.0,1.0,6.0,1.0,5.0,0.0,1.0,0.0,9.0
6,Tryggvi Hlinason,C,17,3,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0
7,Chandler Chandler,C,32,1,6.0,0.0,2.0,0.0,0.0,4.0,4.0,5.0,1.0,3.0,1.0,2.0
8,Tanner Cousy,SF,12,0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0
9,TEAM TOTALS,,,50,100.0,6.0,17.0,18.0,26.0,52.0,25.0,22.0,7.0,10.0,3.0,124.0
10,PERCENTAGES,FG: 50.0%,3PT: 35.3%,FT: 69.2%,,,,,,,,,,,,
0,Jeffrey Fuller,SG,30,7,21.0,4.0,6.0,2.0,2.0,7.0,0.0,3.0,2.0,1.0,1.0,20.0
1,Edgar Jones,SF,26,7,8.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,0.0,19.0
2,Sim Dump,PG,29,7,10.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,0.0,17.0
3,Borat Sagdiyev,SF,31,3,12.0,1.0,4.0,6.0,8.0,5.0,4.0,1.0,0.0,4.0,0.0,13.0
4,Halawi Winabi,PF,23,3,8.0,0.0,0.0,5.0,6.0,10.0,3.0,2.0,0.0,1.0,0.0,11.0
5,Neetnum Nagdorus,PG,19,4,12.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,7.0,0.0,10.0
6,Ian Johnson,PF,30,4,9.0,0.0,0.0,1.0,1.0,11.0,4.0,3.0,0.0,3.0,1.0,9.0
7,Carl Braun,SG,9,3,6.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,7.0
8,Sagaba Konate,C,19,3,4.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,1.0,6.0
9,Tim McCormick,C,23,1,4.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1.0,0.0,1.0,2.0
10,Peyton Gragg,PF,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,TEAM TOTALS,,,42,94.0,9.0,16.0,21.0,25.0,56.0,24.0,24.0,11.0,23.0,4.0,114.0
0,Jackie Moon,SG,37,13,23.0,3.0,5.0,9.0,9.0,7.0,3.0,1.0,4.0,3.0,0.0,38.0
1,Yommy Sangodeyi,C,38,9,16.0,0.0,0.0,4.0,21.0,16.0,1.0,3.0,3.0,1.0,0.0,22.0
2,Shamorie Ponds,PG,36,10,22.0,1.0,4.0,1.0,4.0,8.0,11.0,2.0,4.0,2.0,0.0,22.0
3,Brandon McCoy,PF,33,7,10.0,0.0,2.0,3.0,3.0,10.0,0.0,0.0,2.0,0.0,0.0,17.0
4,Luke Maye,SF,36,6,14.0,1.0,4.0,0.0,0.0,5.0,3.0,3.0,3.0,4.0,1.0,13.0
5,Josh Reaves,PG,12,4,7.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,9.0
6,Ed Mikan,PF,24,1,2.0,0.0,0.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0
7,Braxton Key,SG,11,2,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0
8,Athansios Cathasach,SF,12,1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
9,TEAM TOTALS,,,53,99.0,6.0,16.0,20.0,41.0,57.0,21.0,14.0,19.0,14.0,1.0,132.0
10,PERCENTAGES,FG: 53.5%,3PT: 37.5%,FT: 48.8%,,,,,,,,,,,,
0,Marvin Bagley III,C,32,10,19.0,0.0,0.0,1.0,1.0,11.0,2.0,2.0,0.0,2.0,0.0,21.0
1,Butch McRae,SG,19,8,11.0,0.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,19.0
2,Nicklaus Templeton,PG,40,6,13.0,1.0,2.0,4.0,6.0,9.0,10.0,2.0,1.0,2.0,1.0,17.0
3,Hakeem Olajuwon,C,16,7,13.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,14.0
4,Alex Reese,PF,19,3,3.0,0.0,0.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0
5,John Petty,SG,35,2,11.0,1.0,2.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,10.0
6,Kelan Martin,SF,15,4,7.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0
7,Vladimir Stepania,PF,29,3,5.0,0.0,0.0,1.0,2.0,11.0,3.0,5.0,1.0,1.0,1.0,7.0
8,Walter Hardaway,SF,33,3,9.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,6.0
9,Teodor Ethan,PG,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10,TEAM TOTALS,,,46,91.0,3.0,8.0,21.0,30.0,55.0,28.0,16.0,10.0,6.0,5.0,116.0
0,Jaren Jackson Jr,PF,36,7,19.0,0.0,2.0,8.0,8.0,8.0,1.0,3.0,0.0,1.0,0.0,22.0
1,Junior Battle,SF,38,8,15.0,0.0,0.0,5.0,7.0,7.0,0.0,0.0,2.0,1.0,0.0,21.0
